predicate,count
http://www.wikidata.org/prop/P9055,7586
http://www.wikidata.org/prop/P1627,7581
http://www.wikidata.org/prop/P163,7577
http://www.wikidata.org/prop/direct/P2004,7576
http://www.wikidata.org/prop/direct-normalized/P2004,7576
http://www.wikidata.org/prop/statement/P1627,7569
http://www.wikidata.org/prop/statement/P163,7568
http://www.wikidata.org/prop/statement/P11307,7567
http://www.wikidata.org/prop/P11307,7567
http://www.wikidata.org/prop/direct/P11307,7564
http://www.wikidata.org/prop/direct/P2929,7558
http://www.wikidata.org/prop/direct/P1342,7558
http://www.wikidata.org/prop/statement/P7260,7558
http://www.wikidata.org/prop/P7260,7558
http://www.wikidata.org/prop/direct/P7260,7557
http://www.wikidata.org/prop/direct/P1627,7552
http://www.wikidata.org/prop/direct/P163,7552
http://www.wikidata.org/prop/statement/P595,7552
http://www.wikidata.org/prop/P595,7552
http://www.wikidata.org/prop/direct/P2108,7549
http://www.wikidata.org/prop/statement/P2108,7549
http://www.wikidata.org/prop/P2108,7549
http://www.wikidata.org/prop/direct/P595,7534
http://www.wikidata.org/prop/reference/P2383,7532
http://www.wikidata.org/prop/qualifier/P6477,7524
http://www.wikidata.org/prop/P375,7523
http://www.wikidata.org/prop/direct/P375,7522
http://www.wikidata.org/prop/statement/P375,7522
http://www.wikidata.org/prop/statement/P2191,7522
http://www.wikidata.org/prop/P2191,7522
http://www.wikidata.org/prop/direct/P2191,7515
http://www.wikidata.org/prop/direct/P894,7513
http://www.wikidata.org/prop/statement/P894,7513
http://www.wikidata.org/prop/P894,7513
http://www.wikidata.org/prop/direct/P8316,7506
http://www.wikidata.org/prop/statement/P8316,7506
http://www.wikidata.org/prop/P8316,7506
http://www.wikidata.org/prop/direct/P1036,7504
http://www.wikidata.org/prop/statement/P8334,7501
http://www.wikidata.org/prop/P8334,7501
http://www.wikidata.org/prop/direct/P8334,7500
http://www.wikidata.org/prop/P599,7490
http://www.wikidata.org/prop/direct/P11465,7477
http://www.wikidata.org/prop/statement/P11465,7477
http://www.wikidata.org/prop/P11465,7477
http://www.wikidata.org/prop/statement/P2333,7476
http://www.wikidata.org/prop/P2333,7476
http://www.wikidata.org/prop/reference/P7982,7463
http://www.wikidata.org/prop/direct/P1371,7436
http://www.wikidata.org/prop/reference/P497,7436
http://www.wikidata.org/prop/statement/P6812,7434
http://www.wikidata.org/prop/reference/P9968,7434
http://www.wikidata.org/prop/P6812,7434
http://www.wikidata.org/prop/direct/P6812,7433
http://www.wikidata.org/prop/qualifier/value/P7668,7426
http://www.wikidata.org/prop/qualifier/P7668,7426
http://www.wikidata.org/prop/statement/P599,7423
http://www.wikidata.org/prop/statement/P4002,7422
http://www.wikidata.org/prop/P4002,7422
http://www.wikidata.org/prop/direct/P599,7419
http://www.wikidata.org/prop/direct/P4002,7419
http://www.wikidata.org/prop/statement/P1331,7415
http://www.wikidata.org/prop/P1331,7415
http://www.wikidata.org/prop/direct/P1331,7414
http://www.wikidata.org/prop/direct/P4202,7414
http://www.wikidata.org/prop/statement/P4202,7414
http://www.wikidata.org/prop/P4202,7414
http://www.wikidata.org/prop/direct/P2494,7413
http://www.wikidata.org/prop/statement/P2494,7413
http://www.wikidata.org/prop/P2494,7413
http://www.wikidata.org/prop/statement/P4260,7403
http://www.wikidata.org/prop/reference/P7224,7403
http://www.wikidata.org/prop/P3823,7403
http://www.wikidata.org/prop/P4260,7403
http://www.wikidata.org/prop/direct/P8234,7402
http://www.wikidata.org/prop/statement/P8234,7402
http://www.wikidata.org/prop/P8234,7402
http://www.wikidata.org/prop/direct/P4166,7400
http://www.wikidata.org/prop/statement/P4166,7400
http://www.wikidata.org/prop/P4166,7400
http://www.wikidata.org/prop/statement/P3823,7398
http://www.wikidata.org/prop/statement/P2703,7396
http://www.wikidata.org/prop/qualifier/P953,7396
http://www.wikidata.org/prop/P2703,7396
http://www.wikidata.org/prop/direct/P2703,7395
http://www.wikidata.org/prop/direct/P3823,7393
http://www.wikidata.org/prop/direct/P2618,7390
http://www.wikidata.org/prop/statement/P2618,7390
http://www.wikidata.org/prop/P2618,7390
http://www.wikidata.org/prop/statement/P9507,7389
http://www.wikidata.org/prop/P9507,7389
http://www.wikidata.org/prop/P816,7387
http://www.wikidata.org/prop/direct/P9507,7385
http://www.wikidata.org/prop/P4434,7384
http://www.wikidata.org/prop/statement/P4434,7383
http://www.wikidata.org/prop/direct/P4434,7381
http://www.wikidata.org/prop/P5025,7381
http://www.wikidata.org/prop/statement/P3398,7379
http://www.wikidata.org/prop/P3398,7379
http://www.wikidata.org/prop/direct/P2327,7378
http://www.wikidata.org/prop/statement/P2327,7378
http://www.wikidata.org/prop/P2327,7378
http://www.wikidata.org/prop/statement/P816,7377
http://www.wikidata.org/prop/direct/P3398,7376
http://www.wikidata.org/prop/direct/P2333,7372
http://www.wikidata.org/prop/statement/P4854,7366
http://www.wikidata.org/prop/P4854,7366
http://www.wikidata.org/prop/statement/P5025,7363
http://www.wikidata.org/prop/direct/P6211,7360
http://www.wikidata.org/prop/statement/P6211,7360
http://www.wikidata.org/prop/P6211,7360
http://www.wikidata.org/prop/direct/P4854,7358
http://www.wikidata.org/prop/qualifier/P9945,7358
http://www.wikidata.org/prop/reference/P5731,7355
http://www.wikidata.org/prop/P2358,7345
http://www.wikidata.org/prop/reference/P2699,7335
http://www.wikidata.org/prop/direct/P5025,7333
http://www.wikidata.org/prop/direct/P3145,7327
http://www.wikidata.org/prop/statement/P3145,7327
http://www.wikidata.org/prop/P3145,7327
http://www.wikidata.org/prop/P736,7325
http://www.wikidata.org/prop/statement/P736,7324
http://www.wikidata.org/prop/statement/P8235,7321
http://www.wikidata.org/prop/P8235,7321
http://www.wikidata.org/prop/direct/P8235,7319
http://www.wikidata.org/prop/reference/P595,7318
http://www.wikidata.org/prop/direct/P4260,7314
http://www.wikidata.org/prop/P1542,7314
http://www.wikidata.org/prop/reference/P4120,7312
http://www.wikidata.org/prop/statement/P1542,7311
http://www.wikidata.org/prop/statement/P5395,7299
http://www.wikidata.org/prop/P5395,7299
http://www.wikidata.org/prop/direct/P4133,7296
http://www.wikidata.org/prop/statement/P4133,7296
http://www.wikidata.org/prop/P4133,7296
http://www.wikidata.org/prop/direct/P5395,7293
http://www.wikidata.org/prop/direct/P4887,7290
http://www.wikidata.org/prop/statement/P4887,7290
http://www.wikidata.org/prop/P4887,7290
http://www.wikidata.org/prop/direct/P736,7282
http://www.wikidata.org/prop/direct/P5356,7280
http://www.wikidata.org/prop/statement/P5356,7280
http://www.wikidata.org/prop/P5356,7280
http://www.wikidata.org/prop/statement/P8958,7272
http://www.wikidata.org/prop/P8958,7272
http://www.wikidata.org/prop/direct/P8958,7271
http://www.wikidata.org/prop/reference/P7902,7265
http://www.wikidata.org/prop/statement/value/P6544,7264
http://www.wikidata.org/prop/statement/P6544,7264
http://www.wikidata.org/prop/P6544,7264
http://www.wikidata.org/prop/statement/P3628,7258
http://www.wikidata.org/prop/P3628,7258
http://www.wikidata.org/prop/direct/P10393,7250
http://www.wikidata.org/prop/statement/P10393,7250
http://www.wikidata.org/prop/P10393,7250
http://www.wikidata.org/prop/statement/P11196,7249
http://www.wikidata.org/prop/P11196,7249
http://www.wikidata.org/prop/direct/P11196,7248
http://www.wikidata.org/prop/statement/value/P6545,7248
http://www.wikidata.org/prop/statement/value/P6546,7248
http://www.wikidata.org/prop/statement/P6545,7248
http://www.wikidata.org/prop/statement/P6546,7248
http://www.wikidata.org/prop/qualifier/value/P1538,7248
http://www.wikidata.org/prop/qualifier/P1538,7248
http://www.wikidata.org/prop/P6545,7248
http://www.wikidata.org/prop/P6546,7248
http://www.wikidata.org/prop/direct/P1542,7227
http://www.wikidata.org/prop/qualifier/P1443,7222
http://www.wikidata.org/prop/statement/P9776,7209
http://www.wikidata.org/prop/P9776,7209
http://www.wikidata.org/prop/direct/P3628,7200
http://www.wikidata.org/prop/qualifier/P1449,7194
http://www.wikidata.org/prop/P9390,7192
http://www.wikidata.org/prop/direct/P9390,7190
http://www.wikidata.org/prop/statement/P9390,7190
http://www.wikidata.org/prop/statement/P1309,7189
http://www.wikidata.org/prop/P1309,7189
http://www.wikidata.org/prop/reference/P3898,7186
http://www.wikidata.org/prop/direct/P1309,7185
http://www.wikidata.org/prop/direct/P3571,7173
http://www.wikidata.org/prop/direct/P7303,7173
http://www.wikidata.org/prop/statement/P3571,7173
http://www.wikidata.org/prop/P3571,7173
http://www.wikidata.org/prop/statement/P2756,7169
http://www.wikidata.org/prop/P2756,7169
http://www.wikidata.org/prop/P530,7162
http://www.wikidata.org/prop/statement/P530,7161
http://www.wikidata.org/prop/statement/P2614,7149
http://www.wikidata.org/prop/P2614,7149
http://www.wikidata.org/prop/P606,7149
http://www.wikidata.org/prop/direct/P4838,7147
http://www.wikidata.org/prop/statement/value/P3362,7147
http://www.wikidata.org/prop/statement/P3362,7147
http://www.wikidata.org/prop/statement/P4838,7147
http://www.wikidata.org/prop/P3362,7147
http://www.wikidata.org/prop/P4838,7147
http://www.wikidata.org/prop/direct/P2614,7146
http://www.wikidata.org/prop/statement/P606,7145
http://www.wikidata.org/prop/statement/value/P606,7143
http://www.wikidata.org/prop/direct/P4776,7140
http://www.wikidata.org/prop/statement/P4776,7140
http://www.wikidata.org/prop/P4776,7140
http://www.wikidata.org/prop/direct/P606,7136
http://www.wikidata.org/prop/statement/P7520,7134
http://www.wikidata.org/prop/P7520,7134
http://www.wikidata.org/prop/direct/P7520,7133
http://www.wikidata.org/prop/reference/P4133,7129
http://www.wikidata.org/prop/direct/P6544,7124
http://www.wikidata.org/prop/reference/P4536,7123
http://www.wikidata.org/prop/direct/P2756,7121
http://www.wikidata.org/prop/statement/P3109,7114
http://www.wikidata.org/prop/P3109,7114
http://www.wikidata.org/prop/direct/P3109,7113
http://www.wikidata.org/prop/direct/P9776,7113
http://www.wikidata.org/prop/direct/P6546,7111
http://www.wikidata.org/prop/direct/P530,7106
http://www.wikidata.org/prop/direct/P6545,7104
http://www.wikidata.org/prop/statement/P2846,7102
http://www.wikidata.org/prop/P2846,7102
http://www.wikidata.org/prop/reference/P3655,7101
http://www.wikidata.org/prop/reference/P9520,7098
http://www.wikidata.org/prop/direct/P2846,7097
http://www.wikidata.org/prop/statement/P2923,7084
http://www.wikidata.org/prop/statement/value/P2923,7084
http://www.wikidata.org/prop/statement/value-normalized/P2923,7084
http://www.wikidata.org/prop/P2923,7084
http://www.wikidata.org/prop/direct/P7486,7082
http://www.wikidata.org/prop/statement/P7486,7082
http://www.wikidata.org/prop/statement/P10013,7081
http://www.wikidata.org/prop/P10013,7081
http://www.wikidata.org/prop/direct/P10013,7080
http://www.wikidata.org/prop/P941,7075
http://www.wikidata.org/prop/statement/P8982,7073
http://www.wikidata.org/prop/P8982,7073
http://www.wikidata.org/prop/direct/P8982,7072
http://www.wikidata.org/prop/statement/P941,7072
http://www.wikidata.org/prop/P2176,7071
http://www.wikidata.org/prop/statement/P2176,7070
http://www.wikidata.org/prop/statement/P2175,7065
http://www.wikidata.org/prop/P2175,7065
http://www.wikidata.org/prop/statement/P618,7064
http://www.wikidata.org/prop/P618,7064
http://www.wikidata.org/prop/statement/P1085,7057
http://www.wikidata.org/prop/P1085,7057
http://www.wikidata.org/prop/statement/P9376,7055
http://www.wikidata.org/prop/P9376,7055
http://www.wikidata.org/prop/direct/P9376,7054
http://www.wikidata.org/prop/direct/P941,7052
http://www.wikidata.org/prop/statement/P6868,7051
http://www.wikidata.org/prop/statement/P7630,7051
http://www.wikidata.org/prop/P6868,7051
http://www.wikidata.org/prop/P7630,7051
http://www.wikidata.org/prop/qualifier/P726,7048
http://www.wikidata.org/prop/direct/P6370,7043
http://www.wikidata.org/prop/statement/P6370,7043
http://www.wikidata.org/prop/P6370,7043
http://www.wikidata.org/prop/direct/P7630,7041
http://www.wikidata.org/prop/direct/P1085,7038
http://www.wikidata.org/prop/P2499,7028
http://www.wikidata.org/prop/reference/P1368,7019
http://www.wikidata.org/prop/statement/P4023,7015
http://www.wikidata.org/prop/P4023,7015
http://www.wikidata.org/prop/qualifier/P4900,7012
http://www.wikidata.org/prop/direct/P2923,7011
http://www.wikidata.org/prop/direct/P8933,6999
http://www.wikidata.org/prop/statement/P8933,6999
http://www.wikidata.org/prop/P8933,6999
http://www.wikidata.org/prop/reference/P1580,6992
http://www.wikidata.org/prop/statement/P477,6984
http://www.wikidata.org/prop/P477,6984
http://www.wikidata.org/prop/direct/P477,6977
http://www.wikidata.org/prop/statement/P2511,6977
http://www.wikidata.org/prop/P2511,6977
http://www.wikidata.org/prop/direct/P2511,6974
http://www.wikidata.org/prop/P2500,6970
http://www.wikidata.org/prop/statement/P2499,6967
http://www.wikidata.org/prop/statement/P8132,6963
http://www.wikidata.org/prop/P8132,6963
http://www.wikidata.org/prop/P247,6962
http://www.wikidata.org/prop/statement/P247,6962
http://www.wikidata.org/prop/direct/P247,6962
http://www.wikidata.org/prop/reference/P4766,6962
http://www.wikidata.org/prop/direct/P6340,6961
http://www.wikidata.org/prop/statement/P6340,6961
http://www.wikidata.org/prop/P6340,6961
http://www.wikidata.org/prop/direct/P7496,6958
http://www.wikidata.org/prop/statement/P7496,6958
http://www.wikidata.org/prop/P7496,6958
http://www.wikidata.org/prop/P2896,6957
http://www.wikidata.org/prop/direct/P6868,6956
http://www.wikidata.org/prop/statement/P2896,6955
http://www.wikidata.org/prop/statement/P2500,6955
http://www.wikidata.org/prop/statement/value/P2896,6950
http://www.wikidata.org/prop/qualifier/P8555,6950
http://www.wikidata.org/prop/P4515,6950
http://www.wikidata.org/prop/statement/P4515,6947
http://www.wikidata.org/prop/qualifier/value/P8555,6947
http://www.wikidata.org/prop/statement/P1267,6944
http://www.wikidata.org/prop/P1267,6944
http://www.wikidata.org/prop/direct/P1267,6943
http://www.wikidata.org/prop/direct/P8132,6942
http://www.wikidata.org/prop/statement/P3520,6937
http://www.wikidata.org/prop/P3520,6937
http://www.wikidata.org/prop/direct/P3520,6935
http://www.wikidata.org/prop/direct/P2500,6929
http://www.wikidata.org/prop/direct/P4515,6929
http://www.wikidata.org/prop/P169,6928
http://www.wikidata.org/prop/direct/P618,6928
http://www.wikidata.org/prop/statement/P2483,6922
http://www.wikidata.org/prop/P2483,6922
http://www.wikidata.org/prop/direct/P2483,6921
http://www.wikidata.org/prop/statement/P169,6921
http://www.wikidata.org/prop/P377,6921
http://www.wikidata.org/prop/qualifier/value/P7125,6920
http://www.wikidata.org/prop/qualifier/P7125,6920
http://www.wikidata.org/prop/direct/P377,6918
http://www.wikidata.org/prop/statement/P377,6918
http://www.wikidata.org/prop/statement/P6521,6914
http://www.wikidata.org/prop/P6521,6914
http://www.wikidata.org/prop/direct/P4120,6911
http://www.wikidata.org/prop/statement/P4120,6911
http://www.wikidata.org/prop/P4120,6911
http://www.wikidata.org/prop/P5555,6908
http://www.wikidata.org/prop/statement/P5555,6907
http://www.wikidata.org/prop/direct/P6521,6906
http://www.wikidata.org/prop/P7894,6904
http://www.wikidata.org/prop/direct/P7894,6903
http://www.wikidata.org/prop/statement/P7894,6903
http://www.wikidata.org/prop/reference/P1967,6902
http://www.wikidata.org/prop/direct/P7764,6893
http://www.wikidata.org/prop/statement/P1621,6893
http://www.wikidata.org/prop/statement/P7764,6893
http://www.wikidata.org/prop/statement/P9473,6893
http://www.wikidata.org/prop/P1621,6893
http://www.wikidata.org/prop/P7764,6893
http://www.wikidata.org/prop/P9473,6893
http://www.wikidata.org/prop/direct/P9473,6892
http://www.wikidata.org/prop/statement/P5570,6890
http://www.wikidata.org/prop/P5570,6890
http://www.wikidata.org/prop/direct/P12032,6888
http://www.wikidata.org/prop/statement/P12032,6888
http://www.wikidata.org/prop/P12032,6888
http://www.wikidata.org/prop/statement/P7420,6887
http://www.wikidata.org/prop/P7420,6887
http://www.wikidata.org/prop/statement/P425,6884
http://www.wikidata.org/prop/P425,6884
http://www.wikidata.org/prop/direct/P7420,6883
http://www.wikidata.org/prop/direct/P2499,6880
http://www.wikidata.org/prop/statement/P864,6855
http://www.wikidata.org/prop/P864,6855
http://www.wikidata.org/prop/P2121,6852
http://www.wikidata.org/prop/reference/P9223,6850
http://www.wikidata.org/prop/direct/P2176,6836
http://www.wikidata.org/prop/qualifier/P527,6836
http://www.wikidata.org/prop/direct/P864,6833
http://www.wikidata.org/prop/direct/P5555,6830
http://www.wikidata.org/prop/direct/P425,6825
http://www.wikidata.org/prop/reference/P1986,6803
http://www.wikidata.org/prop/statement/P2767,6798
http://www.wikidata.org/prop/P2767,6798
http://www.wikidata.org/prop/direct/P2767,6797
http://www.wikidata.org/prop/direct/P5789,6791
http://www.wikidata.org/prop/statement/P5789,6791
http://www.wikidata.org/prop/P5789,6791
http://www.wikidata.org/prop/direct/P2175,6790
http://www.wikidata.org/prop/statement/P3562,6790
http://www.wikidata.org/prop/P3562,6790
http://www.wikidata.org/prop/direct/P2896,6789
http://www.wikidata.org/prop/statement/P823,6787
http://www.wikidata.org/prop/P823,6787
http://www.wikidata.org/prop/reference/P9543,6786
http://www.wikidata.org/prop/direct/P823,6775
http://www.wikidata.org/prop/statement/P3605,6775
http://www.wikidata.org/prop/P3605,6775
http://www.wikidata.org/prop/direct/P3605,6774
http://www.wikidata.org/prop/direct/P3562,6773
http://www.wikidata.org/prop/qualifier/P2322,6771
http://www.wikidata.org/prop/direct/P9441,6760
http://www.wikidata.org/prop/statement/P9441,6760
http://www.wikidata.org/prop/P9441,6760
http://www.wikidata.org/prop/direct/P6569,6758
http://www.wikidata.org/prop/statement/P6569,6758
http://www.wikidata.org/prop/P6569,6758
http://www.wikidata.org/prop/direct/P3803,6757
http://www.wikidata.org/prop/statement/P3803,6757
http://www.wikidata.org/prop/P3803,6757
http://www.wikidata.org/prop/P1268,6754
http://www.wikidata.org/prop/statement/P1268,6752
http://www.wikidata.org/prop/statement/P11346,6752
http://www.wikidata.org/prop/P11346,6752
http://www.wikidata.org/prop/reference/P856,6740
http://www.wikidata.org/prop/reference/P9695,6740
http://www.wikidata.org/prop/P579,6731
http://www.wikidata.org/prop/statement/P865,6728
http://www.wikidata.org/prop/P865,6728
http://www.wikidata.org/prop/direct/P865,6727
http://www.wikidata.org/prop/statement/P7970,6727
http://www.wikidata.org/prop/P7970,6727
http://www.wikidata.org/prop/direct/P7970,6726
http://www.wikidata.org/prop/statement/P4033,6725
http://www.wikidata.org/prop/P4033,6725
http://www.wikidata.org/prop/direct/P7711,6720
http://www.wikidata.org/prop/statement/P7711,6720
http://www.wikidata.org/prop/P7711,6720
http://www.wikidata.org/prop/statement/P483,6719
http://www.wikidata.org/prop/P483,6719
http://www.wikidata.org/prop/direct/P8440,6717
http://www.wikidata.org/prop/statement/P8440,6717
http://www.wikidata.org/prop/P8440,6717
http://www.wikidata.org/prop/statement/P4808,6715
http://www.wikidata.org/prop/P4808,6715
http://www.wikidata.org/prop/direct/P4808,6713
http://www.wikidata.org/prop/direct/P483,6710
http://www.wikidata.org/prop/direct/P9534,6703
http://www.wikidata.org/prop/statement/P9534,6703
http://www.wikidata.org/prop/P9534,6703
http://www.wikidata.org/prop/qualifier/P1659,6702
http://www.wikidata.org/prop/statement/P579,6701
http://www.wikidata.org/prop/statement/P2121,6701
http://www.wikidata.org/prop/P91,6699
http://www.wikidata.org/prop/statement/value/P2121,6698
http://www.wikidata.org/prop/statement/P91,6697
http://www.wikidata.org/prop/direct/P5570,6684
http://www.wikidata.org/prop/statement/value-normalized/P5782,6683
http://www.wikidata.org/prop/statement/P5782,6683
http://www.wikidata.org/prop/P5782,6683
http://www.wikidata.org/prop/direct/P91,6680
http://www.wikidata.org/prop/statement/P1899,6679
http://www.wikidata.org/prop/statement/P6218,6679
http://www.wikidata.org/prop/statement/P8804,6679
http://www.wikidata.org/prop/P1899,6679
http://www.wikidata.org/prop/P6218,6679
http://www.wikidata.org/prop/P8804,6679
http://www.wikidata.org/prop/P1373,6677
http://www.wikidata.org/prop/statement/P1373,6675
http://www.wikidata.org/prop/direct/P6218,6674
http://www.wikidata.org/prop/statement/value/P1373,6673
http://www.wikidata.org/prop/statement/P7591,6667
http://www.wikidata.org/prop/P7591,6667
http://www.wikidata.org/prop/reference/P1827,6665
http://www.wikidata.org/prop/P879,6664
http://www.wikidata.org/prop/direct/P7591,6663
http://www.wikidata.org/prop/P398,6662
http://www.wikidata.org/prop/P630,6662
http://www.wikidata.org/prop/direct/P1899,6661
http://www.wikidata.org/prop/statement/P398,6661
http://www.wikidata.org/prop/statement/P630,6661
http://www.wikidata.org/prop/statement/P879,6660
http://www.wikidata.org/prop/direct/P6482,6657
http://www.wikidata.org/prop/statement/P6482,6657
http://www.wikidata.org/prop/P6482,6657
http://www.wikidata.org/prop/direct/P5782,6654
http://www.wikidata.org/prop/direct-normalized/P5782,6654
http://www.wikidata.org/prop/direct/P8804,6652
http://www.wikidata.org/prop/direct/P2121,6648
http://www.wikidata.org/prop/reference/P1254,6647
http://www.wikidata.org/prop/direct/P8636,6645
http://www.wikidata.org/prop/statement/P7725,6645
http://www.wikidata.org/prop/statement/P8636,6645
http://www.wikidata.org/prop/P8636,6645
http://www.wikidata.org/prop/P7725,6645
http://www.wikidata.org/prop/statement/value/P7725,6644
http://www.wikidata.org/prop/direct/P7725,6643
http://www.wikidata.org/prop/statement/P4112,6641
http://www.wikidata.org/prop/P4112,6641
http://www.wikidata.org/prop/direct/P4112,6640
http://www.wikidata.org/prop/direct/P8021,6637
http://www.wikidata.org/prop/statement/P8021,6637
http://www.wikidata.org/prop/P8021,6637
http://www.wikidata.org/prop/direct/P9695,6633
http://www.wikidata.org/prop/statement/P2747,6633
http://www.wikidata.org/prop/statement/P9695,6633
http://www.wikidata.org/prop/P2747,6633
http://www.wikidata.org/prop/P9695,6633
http://www.wikidata.org/prop/statement/P1952,6632
http://www.wikidata.org/prop/P1952,6632
http://www.wikidata.org/prop/direct/P11614,6629
http://www.wikidata.org/prop/statement/P11614,6629
http://www.wikidata.org/prop/P11614,6629
http://www.wikidata.org/prop/direct/P1952,6627
http://www.wikidata.org/prop/P778,6627
http://www.wikidata.org/prop/reference/P2180,6626
http://www.wikidata.org/prop/statement/P2358,6623
http://www.wikidata.org/prop/direct/P630,6621
http://www.wikidata.org/prop/statement/P1351,6621
http://www.wikidata.org/prop/P1351,6621
http://www.wikidata.org/prop/statement/value/P1351,6620
http://www.wikidata.org/prop/direct/P1268,6619
http://www.wikidata.org/prop/direct/P1351,6619
http://www.wikidata.org/prop/qualifier/P136,6615
http://www.wikidata.org/prop/statement/P946,6615
http://www.wikidata.org/prop/P946,6615
http://www.wikidata.org/prop/direct/P2694,6614
http://www.wikidata.org/prop/statement/P2694,6614
http://www.wikidata.org/prop/qualifier/P4934,6614
http://www.wikidata.org/prop/P2694,6614
http://www.wikidata.org/prop/P3613,6610
http://www.wikidata.org/prop/direct/P4023,6604
http://www.wikidata.org/prop/statement/P3613,6598
http://www.wikidata.org/prop/statement/P989,6597
http://www.wikidata.org/prop/P989,6597
http://www.wikidata.org/prop/direct/P946,6595
http://www.wikidata.org/prop/direct/P989,6595
http://www.wikidata.org/prop/direct/P3613,6594
http://www.wikidata.org/prop/P1612,6590
http://www.wikidata.org/prop/direct/P1612,6589
http://www.wikidata.org/prop/statement/P1612,6589
http://www.wikidata.org/prop/statement/P988,6579
http://www.wikidata.org/prop/P988,6579
http://www.wikidata.org/prop/direct/P3565,6577
http://www.wikidata.org/prop/statement/P3565,6577
http://www.wikidata.org/prop/statement/P10198,6577
http://www.wikidata.org/prop/P3565,6577
http://www.wikidata.org/prop/P10198,6577
http://www.wikidata.org/prop/direct/P10198,6576
http://www.wikidata.org/prop/statement/P6900,6575
http://www.wikidata.org/prop/P6900,6575
http://www.wikidata.org/prop/direct/P2358,6574
http://www.wikidata.org/prop/direct/P6900,6573
http://www.wikidata.org/prop/direct/P1621,6572
http://www.wikidata.org/prop/statement/P1866,6572
http://www.wikidata.org/prop/P1866,6572
http://www.wikidata.org/prop/direct/P4746,6568
http://www.wikidata.org/prop/statement/P4746,6568
http://www.wikidata.org/prop/P4746,6568
http://www.wikidata.org/prop/direct/P3130,6567
http://www.wikidata.org/prop/statement/P3130,6567
http://www.wikidata.org/prop/P3130,6567
http://www.wikidata.org/prop/direct/P2747,6566
http://www.wikidata.org/prop/direct/P1373,6564
http://www.wikidata.org/prop/direct/P1866,6562
http://www.wikidata.org/prop/P1951,6562
http://www.wikidata.org/prop/statement/P1951,6559
http://www.wikidata.org/prop/direct/P1951,6558
http://www.wikidata.org/prop/P8011,6558
http://www.wikidata.org/prop/statement/P8011,6557
http://www.wikidata.org/prop/direct/P398,6554
http://www.wikidata.org/prop/statement/value/P8011,6551
http://www.wikidata.org/prop/direct/P11346,6550
http://www.wikidata.org/prop/P1670,6545
http://www.wikidata.org/prop/statement/P1670,6544
http://www.wikidata.org/prop/statement/P1749,6542
http://www.wikidata.org/prop/statement/value/P2142,6542
http://www.wikidata.org/prop/statement/P2142,6542
http://www.wikidata.org/prop/P1749,6542
http://www.wikidata.org/prop/P2142,6542
http://www.wikidata.org/prop/direct/P1749,6540
http://www.wikidata.org/prop/direct/P1670,6527
http://www.wikidata.org/prop/statement/P6574,6525
http://www.wikidata.org/prop/P6574,6525
http://www.wikidata.org/prop/direct/P6574,6524
http://www.wikidata.org/prop/direct/P9559,6524
http://www.wikidata.org/prop/statement/P9559,6524
http://www.wikidata.org/prop/P9559,6524
http://www.wikidata.org/prop/statement/P1968,6517
http://www.wikidata.org/prop/P1968,6517
http://www.wikidata.org/prop/direct/P1968,6512
http://www.wikidata.org/prop/statement/P3320,6506
http://www.wikidata.org/prop/qualifier/P4271,6506
http://www.wikidata.org/prop/P3320,6506
http://www.wikidata.org/prop/direct/P7334,6501
http://www.wikidata.org/prop/statement/P7334,6501
http://www.wikidata.org/prop/P7334,6501
http://www.wikidata.org/prop/statement/P8309,6495
http://www.wikidata.org/prop/P8309,6495
http://www.wikidata.org/prop/direct/P8309,6488
http://www.wikidata.org/prop/statement/value/P8733,6482
http://www.wikidata.org/prop/statement/P8733,6482
http://www.wikidata.org/prop/P8733,6482
http://www.wikidata.org/prop/statement/P8671,6478
http://www.wikidata.org/prop/P8671,6478
http://www.wikidata.org/prop/reference/P8548,6477
http://www.wikidata.org/prop/direct/P4641,6472
http://www.wikidata.org/prop/statement/P4641,6472
http://www.wikidata.org/prop/P4641,6472
http://www.wikidata.org/prop/direct/P8671,6468
http://www.wikidata.org/prop/statement/P5568,6459
http://www.wikidata.org/prop/P5568,6459
http://www.wikidata.org/prop/direct/P5568,6454
http://www.wikidata.org/prop/statement/P778,6448
http://www.wikidata.org/prop/direct/P3061,6447
http://www.wikidata.org/prop/statement/P3061,6447
http://www.wikidata.org/prop/P3061,6447
http://www.wikidata.org/prop/qualifier/P1721,6441
http://www.wikidata.org/prop/statement/P1554,6439
http://www.wikidata.org/prop/P1554,6439
http://www.wikidata.org/prop/qualifier/value/P7124,6432
http://www.wikidata.org/prop/qualifier/P7124,6432
http://www.wikidata.org/prop/direct/P2937,6427
http://www.wikidata.org/prop/direct/P1554,6427
http://www.wikidata.org/prop/statement/P2937,6427
http://www.wikidata.org/prop/P2937,6427
http://www.wikidata.org/prop/statement/P2298,6422
http://www.wikidata.org/prop/P2298,6422
http://www.wikidata.org/prop/direct/P2298,6417
http://www.wikidata.org/prop/direct/P2685,6412
http://www.wikidata.org/prop/statement/P2685,6412
http://www.wikidata.org/prop/reference/P7606,6412
http://www.wikidata.org/prop/P2685,6412
http://www.wikidata.org/prop/direct/P10426,6410
http://www.wikidata.org/prop/statement/P10426,6410
http://www.wikidata.org/prop/P10426,6410
http://www.wikidata.org/prop/reference/P10426,6406
http://www.wikidata.org/prop/direct/P778,6404
